,type,comment,non-information,code,functional_type
954,Javadoc,"Create and display a new confirmation dialog. It will include a blue question icon on the left and a YES (with given label) and Cancel (also with given label) button. To create a confirmation dialog with custom buttons see also {@link #showCustomButtonDialogAndWait(Alert.AlertType, String, String, ButtonType...)}. Moreover, the dialog contains a opt-out checkbox with the given text to support ""Do not ask again""-behaviour.",0,public static void startBackgroundTasks() throws JabRefException {,method_declaration
955,Javadoc,Shows a custom dialog and returns the result. @param dialog dialog to show @param <R>    type of result,1,SDKShutdownActivity.INSTANCE.stopAll();,method_call
956,Javadoc,Constructs and shows a canceable {@link ProgressDialog}. Clicking cancel will cancel the underlying service and close the dialog @param title title of the dialog @param content message to show above the progress bar @param task The {@link Task} which executes the work and for which to show the dialog,0,public class GUIGlobals {,class_declaration
957,Javadoc,nan,0,public static void init() {,method_declaration
958,Javadoc,"Shows a new file save dialog. The method doesn't return until the displayed file save dialog is dismissed. The return value specifies the file chosen by the user or an empty {@link Optional} if no selection has been made. After a file was selected, the given file dialog configuration is updated with the selected extension type (if any).",0,public static final int WIDTH_ICON_COL = 16 + 12;,assignment
959,Javadoc," Shows a new file open dialog. The method doesn't return until the displayed open dialog is dismissed. The return value specifies the file chosen by the user or an empty {@link Optional} if no selection has been made. After a file was selected, the given file dialog configuration is updated with the selected extension type (if any). @return the selected file or an empty {@link Optional} if no file has been selected",0,public static final int WIDTH_ICON_COL_RANKING = 5 * 16;,assignment
960,Javadoc,Shows a new file open dialog. The method doesn't return until the displayed open dialog is dismissed. The return value specifies the files chosen by the user or an empty {@link List} if no selection has been made. @return the selected files or an empty {@link List} if no file has been selected,0,GUIGlobals.updateEntryEditorColors();,method_call
961,Javadoc,Shows a new directory selection dialog. The method doesn't return until the displayed open dialog is dismissed. The return value specifies the file chosen by the user or an empty {@link Optional} if no selection has been made. @return the selected directory or an empty {@link Optional} if no directory has been selected,0,Globals.prefs.putInt(JabRefPreferences.FONT_SIZE,method_call
962,Javadoc,Displays a Print Dialog. Allow the user to update job state such as printer and settings. These changes will be available in the appropriate properties after the print dialog has returned. The print dialog is also used to confirm the user wants to proceed with printing.,0,private static final int WIDTH = 100;,assignment
963,Javadoc,Shows a new dialog that list all files contained in the given archive and which lets the user select one of these files. The method doesn't return until the displayed open dialog is dismissed. The return value specifies the file chosen by the user or an empty {@link Optional} if no selection has been made. @return the selected file or an empty {@link Optional} if no file has been selected,0,"options.addOption(""h""",method_call
964,Javadoc,Contains all the different {@link DataFormat}s that may occur in JabRef.,0,public class JabRefDialogService implements DialogService {,class_declaration
965,Javadoc,Dialog that prompts the user to choose a type for an entry. Returns null if canceled.,0,alert.getDialogPane().applyCss();,method_call
966,Line,"The buttonType will always be cancel, even if we pressed one of the entry type buttons",0,alert.setDialogPane(new DialogPane() {,method_call
967,Line,we set the managed property so that they will only be rendered when they are visble so that the Nodes only take the space when visible avoids removing and adding from the scence graph,0,alert.getDialogPane().setExpandableContent(new Group());,method_call
968,Line,Do nothing,1,public class JabRefLauncher {,class_declaration
969,Javadoc,This class provides a super class for all dialogs implemented in JavaFX. To create a custom JavaFX dialog one should create an instance of this class and set a dialog pane through the inherited {@link Dialog#setDialogPane(DialogPane)} method. The dialog can be shown via {@link Dialog#show()} or {@link Dialog#showAndWait()}. The layout of the pane should be defined in an external fxml file and loaded it via the {@link FXMLLoader}.,0,public class SidePane extends BorderPane {,class_declaration
970,Javadoc,"This field is initialized upon startup. Only GUI code is allowed to access it, logic code should use dependency injection.",0,public void beforeClosing() {,method_declaration
971,Javadoc,"This field is initialized upon startup. Only GUI code is allowed to access it, logic code should use dependency injection.",0,public void afterOpening() {,method_declaration
972,Javadoc,Manager for the state of the GUI.,0,return null;,return
973,Line,Remote listener,1,return false;,return
974,Line,"In the main program, this field is initialized in JabRef.java Each test case initializes this field if required",0,return null;,return
975,Line,Key binding preferences,0,return null;,return
976,Line,Key binding preferences,1,return null;,return
977,Line,Background tasks,1,return null;,return
978,Line,FIXME: Workaround for bug https://github.com/Microsoft/ApplicationInsights-Java/issues/662,0,return false;,return
979,Javadoc,Static variables for graphics files and keyboard shortcuts.,0,return false;,return
980,Javadoc,"Perform initializations that are only used in graphical mode. This is to prevent the ""Xlib: connection to "":0.0"" refused by server"" error when access to the X server on Un*x is unavailable.",0,return null;,return
981,Line,add some additional space to improve appearance,0,return false;,return
982,Line,Width of Ranking Icon Column,1,return null;,return
983,Line,"Set up entry editor colors, first time:",0,return 0;,return
984,Line,update preferences,1,return null;,return
985,Line,Number of characters per line,0,return null;,return
986,Line,boolean options,0,return null;,return
987,Javadoc,This class provides methods to create default JavaFX dialogs which will also work on top of Swing windows. The created dialogs are instances of the {@link FXDialog} class. The available dialogs in this class are useful for displaying small information graphic dialogs rather than complex windows. For more complex dialogs it is advised to rather create a new sub class of {@link FXDialog}.,0,return null;,return
988,Line,Need to force the alert to layout in order to grab the graphic as we are replacing the dialog pane with a custom pane,0,return null;,return
989,Line,Create a new dialog pane that has a checkbox instead of the hide/show details button Use the supplied callback for the action of the checkbox,0,return 0;,return
990,Line,Fool the dialog into thinking there is some expandable content,0,return null;,return
991,Javadoc,JabRef Launcher,1,return null;,return
992,Javadoc,The side pane is displayed at the left side of JabRef and shows instances of {@link SidePaneComponent}.,0,return null;,return
993,Javadoc,Override this method if the component needs to make any changes before it can close.,0,return null;,return
994,Javadoc,Override this method if the component needs to do any actions after it is shown.,0,return null;,return
995,Line,Nothing to do by default,1,return null;,return
996,Line,Auto-generated method stub,1,return null;,return
997,Line,Auto-generated method stub,1,return null;,return
998,Line,Auto-generated method stub,1,return null;,return
999,Line,Auto-generated method stub,1,return null;,return
1000,Line,Auto-generated method stub,1,return null;,return
1001,Line,Auto-generated method stub,1,return null;,return
1002,Line,Auto-generated method stub,1,return false;,return
1003,Line,Auto-generated method stub,1,return null;,return
1004,Line,Auto-generated method stub,1,return null;,return
1005,Line,Auto-generated method stub,1,return null;,return
1006,Line,Auto-generated method stub,1,return null;,return
1007,Line,Auto-generated method stub,1,return null;,return
1008,Line,Auto-generated method stub,1,return 0;,return
1009,Line,Auto-generated method stub,1,public void savePartOfDatabase(BibDatabaseContext bibDatabaseContext,method_declaration
1010,Line,Auto-generated method stub,1,public class AutosaveEvent {,class_declaration
1011,Line,Auto-generated method stub,1,private final DuplicationChecker duplicationChecker = new DuplicationChecker();,assignment
1012,Line,Auto-generated method stub,1,protected void writeMetaData(MetaData metaData,method_declaration
1013,Line,Auto-generated method stub,1,public boolean hasEntries() {,method_declaration
1014,Line,Auto-generated method stub,1,public boolean containsEntryWithId(String id) {,method_declaration
1015,Line,Auto-generated method stub,1,public Set<Field> getAllVisibleFields() {,method_declaration
1016,Line,Auto-generated method stub,1,public synchronized List<BibEntry> getEntriesByKey(String key) {,method_declaration
1017,Line,Auto-generated method stub,1,public synchronized boolean insertEntry(BibEntry entry,method_declaration
1018,Line,Auto-generated method stub,1,public synchronized void removeEntry(BibEntry toBeDeleted) {,method_declaration
1019,Line,Auto-generated method stub,1,public synchronized void setPreamble(String preamble) {,method_declaration
1020,Line,Auto-generated method stub,1,public void removeString(String id) {,method_declaration
1021,Line,Auto-generated method stub,1,public BibtexString getString(String id) {,method_declaration
1022,Line,Auto-generated method stub,1,public boolean hasNoStrings() {,method_declaration
1023,Line,Auto-generated method stub,1,public void copyPreamble(BibDatabase database) {,method_declaration
1024,Line,Auto-generated method stub,1,public BibEntry resolveForStrings(BibEntry entry,method_declaration
1025,Line,Auto-generated method stub,1,Optional<Month> month = Month.getMonthByShortName(label);,assignment
1026,Line,Auto-generated method stub,1,for (BibEntry entry : toChange) {,method_declaration
1027,Line,Auto-generated method stub,1,newRes.append(res.substring(next));,method_call
1028,Line,Auto-generated method stub,1,private Optional<Path> file;,field_declaration
1029,Line,Auto-generated method stub,1,public Optional<Path> getFirstExistingFileDir(FilePreferences preferences) {,method_declaration
1030,Line,Auto-generated method stub,1,comparators.add(new CrossRefEntryComparator());,method_call
1031,Line,Auto-generated method stub,1,return getFileDirectories(preferences).stream(),method_declaration
1032,Line,Auto-generated method stub,1,preferences.getFileDirectory(field).ifPresent(path -> fileDirs.add(path.toAbsolutePath().toString()));,method_call
1033,Line,Auto-generated method stub,1,relDir = databaseFile.get().getParent();,assignment
1034,Line,Auto-generated method stub,1,public BibDatabaseMode getOppositeMode() {,method_declaration
1035,Line,Auto-generated method stub,1,private T parent;,field_declaration
1036,Line,Auto-generated method stub,1,private T child;,field_declaration
1037,Line,Auto-generated method stub,1,public Optional<T> getParent() {,method_declaration
1038,Line,Auto-generated method stub,1,public boolean isAncestorOf(T anotherNode) {,method_declaration
1039,Line,Auto-generated method stub,1,public void addAtEnd(T node) {,method_declaration
1040,Line,Auto-generated method stub,1,"@SuppressWarnings(""unchecked"")",method_declaration
1041,Line,Auto-generated method stub,1,public class CoarseChangeFilter {,class_declaration
1042,Line,Auto-generated method stub,1,"uriBuilder.addParameter(""query""",method_call
1043,Line,Auto-generated method stub,1,Set<BibEntryType> typesToWrite = new HashSet<>();,assignment
1044,Line,Auto-generated method stub,1,public class DatabaseNotSupportedException extends Exception {,class_declaration
1045,Line,Auto-generated method stub,1,if (preferences.getSaveType() != SavePreferences.DatabaseSaveType.PLAIN_BIBTEX) {,method_declaration
1046,Line,Auto-generated method stub,1,private boolean isDuplicateCiteKeyExisting(String citeKey) {,method_declaration
1047,Line,Auto-generated method stub,1,private void removeKeyFromSet(String key) {,method_declaration
1048,Line,Auto-generated method stub,1,private List<FieldChange> cleanupSingleField(Field fieldKey,method_declaration
1049,Line,Auto-generated method stub,1,public TreeNode(Class<T> derivingClass) {,method_declaration
1050,Javadoc,"Saves the database, including only the specified entries.",1,private final ObservableList<T> children;,field_declaration
1051,Javadoc,This Event is fired from {@link org.jabref.logic.autosaveandbackup.AutosaveManager} in case that a save task is pending.,0,private T parent;,field_declaration
1052,Javadoc,"this is kept in sync with the database (upon adding/removing an entry, it is updated as well)",0,public int getPositionInParent() {,method_declaration
1053,Javadoc,"Writes all data to the specified writer, using each object's toString() method.",0,public int getLevel() {,method_declaration
1054,Javadoc,Checks if the database contains entries.,1,public List<T> getPathFromRoot() {,method_declaration
1055,Javadoc,Returns whether an entry with the given ID exists (-> entry_type + hashcode).,0,public Optional<T> getPreviousSibling() {,method_declaration
1056,Javadoc,"Returns a set of Strings, that contains all field names that are visible. This means that the fields are not internal fields. Internal fields are fields, that are starting with ""_"".",0,protected boolean childIndexExists(int index) {,method_declaration
1057,Javadoc,Collects entries having the specified BibTeX key and returns these entries as list. The order of the entries is the order they appear in the database.,0,if (entryTypesManager.isCustomType(entry.getType(),method_declaration
1058,Javadoc,"Inserts the entry, given that its ID is not already in use. use Util.createId(...) to make up a unique ID for an entry.",0,public void removeFromParent() {,method_declaration
1059,Javadoc,Removes the given entry. The Entry is removed based on the id {@link BibEntry#id},0,entryTypesManager.enrich(entry.getType(),method_call
1060,Javadoc,Sets the database's preamble.,1,public void sortChildren(Comparator<? super T> comparator,method_declaration
1061,Javadoc,Removes the string with the given id.,1,public void moveTo(T target,method_declaration
1062,Javadoc,Returns the string with the given id.,1,public T copySubtree() {,method_declaration
1063,Javadoc,Check if there are strings.,1,return;,return
1064,Javadoc,Copies the preamble of another BibDatabase.,1,public static void runMigrations() {,method_declaration
1065,Javadoc,Take the given BibEntry and resolve any string references.,0,private static void upgradeFaultyEncodingStrings(JabRefPreferences prefs) {,method_declaration
1066,Line,"If we get to this point, the string has obviously not been defined locally. Check if one of the standard BibTeX month strings has been used:",0,private static void upgradeSortOrder(JabRefPreferences prefs) {,method_declaration
1067,Line,save actions defined -> apply for every entry,1,writeEntryTypeDefinitions(typesToWrite);,method_declaration
1068,Line,We did not find the boundaries of the string ref. This makes it impossible to interpret it as a string label. So we should just append the rest of the text and finish.,0,if (mainPrefsNode.get(JabRefPreferences.DEFAULT_BIBTEX_KEY_PATTERN,method_declaration
1069,Javadoc,The file where this database was last saved to.,0,if (mainPrefsNode.nodeExists(JabRefPreferences.BIBTEX_KEY_PATTERNS_NODE)) {,method_declaration
1070,Javadoc,Returns the first existing file directory from {@link #getFileDirectories(FilePreferences)},0,writeEpilogue(bibDatabaseContext.getDatabase().getEpilog());,method_declaration
1071,Line,"Take care, using CrossRefEntry-Comparator, that referred entries occur after referring ones. This is a necessary requirement for BibTeX to be able to resolve referenced entries correctly.",0,public abstract String getKey();,method_declaration
1072,Line,"Filter for empty string, as this would be expanded to the jar-directory with Paths.get()",1,public abstract String format(String value);,method_declaration
1073,Line,3. preferences directory,1,public class ACS implements FulltextFetcher {,class_declaration
1074,Line,"if dir is only ""current"" directory, just use its parent (== real current directory) as path",0,public int hashCode() {,method_declaration
1075,Javadoc,Returns the opposite mode of the current mode as {@link BibDatabaseMode}.,1,if (!groupedByField.containsKey(key)) {,method_declaration
1076,Javadoc,"This node's parent, or null if this node has no parent",0,List<String> formattersForKey = groupedByField.get(key);,assignment
1077,Javadoc,"This node's child, or null if this node has no child",1,StringBuilder result = new StringBuilder();,assignment
1078,Javadoc,Returns this node's parent or an empty Optional if this node has no parent.,0,String content = bibtexString.getContent();,assignment
1079,Javadoc,Returns true if this node is an ancestor of the given node. <p> A node is considered an ancestor of itself.,0,public class BiblioscapeImporter extends Importer {,class_declaration
1080,Javadoc,"Adds the given node at the end of the chain. E.g., ""A > B > C"" + ""D"" -> ""A > B > C > D"".",0,continue;,loop_exit
1081,Line,"We use some explicit casts of the form ""(T) this"". The constructor ensures that this cast is valid.",0,"if (""------"".equals(line)) {",method_declaration
1082,Javadoc,Filters change events and only relays major changes.,0,hm.put(StandardField.CHAPTER,method_call
1083,Line,Search all fields Search within the ACM Guide to Computing Literature (encompasses the ACM Full-Text Collection) BibTeX format,0,for (int i = 1; (i >= 0) && BibEntry.DEFAULT_TYPE.equals(bibtexType); --i) {,method_declaration
1084,Line,Map to collect entry type definitions that we must save along with entries using them.,0,if (bibtexType.equals(StandardEntryType.Article)) {,method_declaration
1085,Javadoc,This exception is thrown in case that the SQL database structure is not compatible with the current shared database support mechanisms.,0,if (address != null) {,method_declaration
1086,Line,Some file formats write something at the start of the file (like the encoding),0,if (!comments.isEmpty()) {,method_declaration
1087,Javadoc,use a map instead of a set since I need to know how many of each key is in there,0,public static Optional<BibEntry> getEntry(String entryUrl,method_declaration
1088,Javadoc,"Helper function for counting the number of the key usages. Removes the given key from the internal keyset together with the count of it, if the key is set to 1. If it is not set to 1, the counter will be decreased. <br> Special case: If a null or empty key is passed, it is not counted and thus not removed.",0,for (BibtexString original : originalDatabase.getStringValues()) {,method_declaration
1089,Javadoc,"Runs the formatter on the specified field in the given entry. If the formatter returns an empty string, then the field is removed.",0,if (!Objects.equals(original.getContent(),method_declaration
1090,Block,Do nothing *,1,differences.add(new BibStringDiff(original,method_call
1091,Javadoc,"Array of children, may be empty if this node has no children (but never null)",0,notMatched.add(original);,method_call
1092,Javadoc,"This node's parent, or null if this node has no parent",1,for (Iterator<BibtexString> iterator = notMatched.iterator(); iterator.hasNext(); ) {,method_declaration
1093,Javadoc,"Get the child index of this node in its parent. <p> If this node is a root, then an UnsupportedOperationException is thrown. Use the isRoot method to check for this case.",0,newDatabase.getStringValues().stream(),method_call
1094,Javadoc,"Gets the number of levels above this node, i.e. the distance from the root to this node. <p> If this node is the root, returns 0.",0,private int convertSpecialChar(StringBuilder sb,method_declaration
1095,Javadoc,"Returns the path from the root, to get to this node. The last element in the path is this node.",0,Document html = Jsoup.connect(source).ignoreHttpErrors(true).get();,assignment
1096,Javadoc,Returns the previous sibling of this node in the parent's children list. Returns an empty Optional if this node has no parent or is the parent's first child. <p> This method performs a linear search that is O(n) where n is the number of children.,0,public static Optional<String> findSpecialChar(char[] c,method_declaration
1097,Javadoc,Returns whether the specified index is a valid index for a child.,1,// All characters lower case - Obey {},
1098,Line,"Check if we must write the type definition for this entry, as well. Our criterion is that all non-standard types (*not* all customized standard types) must be written.",0,if (preferences.isSaveInOriginalOrder()) {,method_declaration
1099,Javadoc,"Removes the subtree rooted at this node from the tree, giving this node an empty parent. Does nothing if this node is the root of it tree.",0,i++;,
1100,Line,"If user-defined entry type, then add it Otherwise (enrich returns empty optional) it is a completely unknown entry type, so ignore it",0,Optional<String> s = BibtexCaseChanger.findSpecialChar(c,assignment
1101,Javadoc,"Sorts the list of children according to the order induced by the specified {@link Comparator}. <p> All children must be mutually comparable using the specified comparator (that is, {@code c.compare(e1, e2)} must not throw a {@code ClassCastException} for any children {@code e1} and {@code e2} in the list).",0,public String format(String input) {,method_declaration
1102,Javadoc,Removes this node from its parent and makes it a child of the specified node by adding it to the specified position in the children list. In this way the whole subtree based at this node is moved to the given node.,0,public class ChangeCaseFunction implements BstFunction {,class_declaration
1103,Javadoc,Creates a deep copy of this node and all of its children.,0,for (Field field : FIELDS) {,method_declaration
1104,Line,nothing to sort,1,public static List<BibEntry> getSortedEntries(BibDatabaseContext bibDatabaseContext,method_declaration
1105,Javadoc,Perform checks and changes for users with a preference set from an older JabRef version.,0,public class DiVA implements IdBasedParserFetcher {,class_declaration
1106,Javadoc,Added from Jabref 2.11 beta 4 onwards to fix wrong encoding names,0,public class DoiResolution implements FulltextFetcher {,class_declaration
1107,Javadoc,"Upgrade the sort order preferences for the current version The old preference is kept in case an old version of JabRef is used with these preferences, but it is only used when the new preference does not exist",0,if (!sciLink.isEmpty()) {,method_declaration
1108,Line,"Write type definitions, if any:",1,connection.timeout(10000);,method_call
1109,Line,Migrate default pattern,0,"if ((href.contains(""pdf"") || hrefText.contains(""pdf"")) && new URLDownload(href).isPdf()) {",method_declaration
1110,Line,Pref node already exists do not migrate from previous version,0,if (links.size() == 1) {,method_declaration
1111,Line,"finally write whatever remains of the file, but at least a concluding newline",0,public List<String> getValue(EntryType entryType) {,method_declaration
1112,Javadoc,Returns a unique key for the formatter that can be used for its identification,1,row.startFullDrag();,method_call
1113,Javadoc,Formats a field value by with a particular formatter transformation. Calling this method with a null argument results in a NullPointerException.,0,public static List<Field> SUPPORTED_FIELDS = Arrays.asList(StandardField.DOI,assignment
1114,Javadoc,FulltextFetcher implementation that attempts to find a PDF URL at ACS.,0,mergedEntry.setField(field,method_call
1115,Javadoc,Returns a default hashcode of the formatter based on its key.,1,mergedEntry.setField(field,method_call
1116,Line,add new list into the hashmap if needed,1,public static final String[] getDefaultOptions() {,method_declaration
1117,Line,add the formatter to the map if it is not already there,0,boolean disable_dynloading = false;,assignment
1118,Line,convert the contents of the hashmap into the correct serialization,0,private XTextRange getBookmarkRange(String name) throws NoSuchElementException,method_declaration
1119,Line,"Then we go through the string looking for references to other strings. If we find references to strings that we will write, but still haven't, we write those before proceeding. This ensures that the string order will be acceptable for BibTeX.",0,text = mxDoc.getText();,assignment
1120,Javadoc,"Imports a Biblioscape Tag File. The format is described on http://www.biblioscape.com/download/Biblioscape8.pdf Several Biblioscape field types are ignored. Others are only included in the BibTeX field ""comment"".",0,throw new ConnectionLostException(ex.getMessage());,method_declaration
1121,Line,"ignore empty lines, e.g. at file",0,public class SidePaneManager {,class_declaration
1122,Line,end entry delimiter -> item complete,1,for (int j = 0; j < cEntries.length; j++) {,method_declaration
1123,Line,"else if (entry.getKey().equals(""AC"")) hm.put("""",entry.getValue().toString()); else if (entry.getKey().equals(""LP"")) hm.put("""",entry.getValue().toString());",1,text.insertTextContent(position,method_call
1124,Line,"to find type, first check TW, then RT",0,Optional<String> pageInfo = getCustomProperty(name);,assignment
1125,Line,"depending on bibtexType, decide where to place the titleRT and titleTI",1,XTextContent xTextContent = UnoRuntime.queryInterface(XTextContent.class,assignment
1126,Line,concatenate address and country,1,XBookmarksSupplier xBookmarksSupplier = UnoRuntime.queryInterface(XBookmarksSupplier.class,assignment
1127,Line,set comment if present,1,String bName = getUniqueReferenceMarkName(keyString,assignment
1128,Javadoc,Return a BibEntry by looking up the given url from the BibSonomy scraper.,0,resultDatabase.insertEntry(clonedEntry);,method_call
1129,Line,First try to match by string names.,0,if (!emptyKeys) {,method_declaration
1130,Line,We have found a string with a matching name.,1,Optional<Path> actualFile = chooseAmongInstallations(installations);,assignment
1131,Line,"But they have non-matching contents, so we've found a change.",0,class ConnectionLostException extends RuntimeException {,class_declaration
1132,Line,No match for this string.,1,public class PreferencesDialogView extends BaseDialog<PreferencesDialogViewModel> {,class_declaration
1133,Line,"See if we can detect a name change for those entries that we couldn't match, based on their content",0,private void jumpToSearchKey(ListView<PreviewLayout> list,method_declaration
1134,Line,"Finally, see if there are remaining strings in the new database. They must have been added.",0,private class PreferredIndexSort implements Comparator<SidePaneComponent> {,class_declaration
1135,Javadoc,"We're dealing with a special character (usually either an undotted `\i' or `\j', or an accent like one in Table~3.1 of the \LaTeX\ manual, or a foreign character like one in Table~3.2) if the first character after the |left_brace| is a |backslash|; the special character ends with the matching |right_brace|. How we handle what is in between depends on the special character. In general, this code will do reasonably well if there is other stuff, too, between braces, but it doesn't try to do anything special with |colon|s.",0,void setValues();,method_declaration
1136,Line,Retrieve PDF link,0,for (PreferencesTab tab : preferenceTabs) {,method_declaration
1137,Javadoc,"Determine whether there starts a special char at pos (e.g., oe, AE). Return it as string. If nothing found, return Optional.empty() Also used by BibtexPurify",0,HBox themeBox = new HBox();,assignment
1138,Line,All characters lower case - Obey {},1,boolean validateSettings();,method_declaration
1139,Block,three options: 1. original order 2. order specified in metaData 3. order specified in preferences,0,"Label keyGeneratorSettings = new Label(Localization.lang(""Key generator settings""));",assignment
1140,Line,skip over open brace,0,public StringProperty mainFileDirProperty() { return mainFileDirProperty; },method_declaration
1141,Line,skip over the |backslash|,0,public class StateManager {,class_declaration
1142,Javadoc,"Converts the first character of each word of the given string to a upper case (and all others to lower case), but does not change words starting with ""{""",1,"LOGGER.debug(""Mode MOVE"");",method_call
1143,Javadoc,"From the Bibtex manual: Pops the top two (string) literals; it changes the case of the second according to the specifications of the first, as follows. (Note: The word `letters' in the next sentence refers only to those at brace-level 0, the top-most brace level; no other characters are changed, except perhaps for \special characters"", described in Section 4.) If the first literal is the string `t', it converts to lower case all letters except the very first character in the string, which it leaves alone, and except the first character following any colon and then nonnull white space, which it also leaves alone; if it's the string `l', it converts all letters to lower case; and if it's the string `u', it converts all letters to upper case. It then pushes this resulting string. If either type is incorrect, it complains and pushes the null string; however, if both types are correct but the specification string (i.e., the first string) isn't one of the legal ones, it merely pushes the second back onto the stack, after complaining. (Another note: It ignores case differences in the specification string; for example, the strings t and T are equivalent for the purposes of this built-in function.) Christopher: I think this should be another grammar! This parser is horrible.",0,return menu;,return
1144,Line,"Doi field seems to contain Doi -> cleanup note, url, ee field",0,boolean requiresBibtexKeys();,method_declaration
1145,Javadoc,"We have begun to use getSortedEntries() for both database save operations and non-database save operations. In a non-database save operation (such as the exportDatabase call), we do not wish to use the global preference of saving in standard order.",0,"// java string: ""(insert \""\\\\cite{Blah2001}\"")""",
1146,Block,http://www.diva-portal.org/smash/aboutdiva.jsf?dswid=-3222 DiVA portal contains research publications and student theses from 40 Swedish universities and research institutions.,0,base.removeEntry(entry);,method_call
1147,Javadoc,FulltextFetcher implementation that follows the DOI resolution redirects and scans for a full-text PDF URL.,0,base.setPreamble(newValue);,method_call
1148,Line,follow all redirects and scan for a single pdf link,0,ViewLoader.view(this),method_call
1149,Line,some publishers are quite slow (default is 3s),0,private final boolean separationBySpace;,field_declaration
1150,Line,Only check if pdf is included in the link or inside the text ACM uses tokens without PDF inside the link See https://github.com/lehner/LocalCopy for more scrape ideas,0,setOnContextMenuRequested(event -> {,method_declaration
1151,Line,return if only one link was found (high accuracy),0,public class OnlyIntegerFormatter extends TextFormatter<Integer> {,class_declaration
1152,Javadoc,"Gets an object for a desired key from this BibtexKeyPattern or one of it's parents (in the case of DatabaseBibtexKeyPattern). This method first tries to obtain the object from this BibtexKeyPattern via the <code>get</code> method of <code>Hashtable</code>. If this fails, we try the default.<br /> If that fails, we try the parent.<br /> If that fails, we return the DEFAULT_LABELPATTERN<br />",0,"private static PseudoClass dragOverBottom = PseudoClass.getPseudoClass(""dragOver-bottom"");",assignment
1153,Line,Start drag'n'drop,1,row.setOnContextMenuRequested(event -> {,method_call
1154,Line,A list of all field which are supported,1,public class TooltipTextUtil {,class_declaration
1155,Line,Will only happen if both entries have the field and the content is identical,0,<V> Future<V> execute(Task<V> task);,method_declaration
1156,Line,Will only happen if field exists,0,void shutdown();,method_declaration
1157,Javadoc,"Returns an array of default commandline options to start bootstrapped instance of soffice with. You may use it in connection with bootstrap method for example like this: <pre> List list = Arrays.asList( Bootstrap.getDefaultOptions() ); list.remove(""--nologo""); list.remove(""--nodefault""); list.add(""--invisible""); Bootstrap.bootstrap( list.toArray( new String[list.size()] ); </pre>",0,return true;,return
1158,Line,"Find out if we are configured with DISABLE_DYNLOADING or not. Try to load the lo-bootstrap shared library which won't exist in the DISABLE_DYNLOADING case. (And which will be already loaded otherwise, so nothing unexpected happens that case.) Yeah, this would be simpler if I just could be bothered to keep a separate branch for DISABLE_DYNLOADING on Android, merging in master periodically, until I know for sure whether it is what I want, or not.",0,public class AutoCompleteUpdater {,class_declaration
1159,Javadoc,Get the XTextRange corresponding to the named bookmark. @param name The name of the bookmark to find. @return The XTextRange for the bookmark. @throws WrappedTargetException @throws NoSuchElementException,1,final CountDownLatch doneLatch = new CountDownLatch(1);,assignment
1160,Line,get a reference to the body text of the document,0,private StringConverter<T> converter;,field_declaration
1161,Line,"We need to catch this one here because the OpenOfficePanel class is loaded before connection, and therefore cannot directly reference or catch a DisposedException (which is in a OO JAR file).",0,public BackgroundTask<Void> thenRun(Consumer<V> nextOperation) {,method_declaration
1162,Javadoc,Manages which {@link SidePaneComponent}s are shown.,0,boolean openFolders = JabRefPreferences.getInstance().getBoolean(JabRefPreferences.OPEN_FOLDERS_OF_ATTACHED_FILES);,assignment
1163,Line,"We need ""normalized"" (in parenthesis) markers for uniqueness checking purposes:",0,public void addPossibleSuggestions(Collection<T> newPossible) {,method_declaration
1164,Line,insert bookmark at the end of the document instead of mxDocText.getEnd you could use a text cursor's XTextRange interface or any XTextRange,0,private final Map<Field,
1165,Line,"Check if there is ""page info"" stored for this citation. If so, insert it into the citation text before inserting the citation:",0,public class WordSuggestionProvider extends StringSuggestionProvider implements AutoCompleteSuggestionProvider<String> {,class_declaration
1166,Line,get XTextContent interface,1,int columnsNumber = 2;,assignment
1167,Line,query XBookmarksSupplier from document model and get bookmarks collection,0,public BasePanel getBasePanelAt(int i) {,method_declaration
1168,Line,Insert bookmark:,0,public class CopyFilesResultListDependency {,class_declaration
1169,Line,Insert a copy of the entry,1,protected GridBagLayout gbl = new GridBagLayout();,assignment
1170,Line,"If no empty keys, return true",1,void openPdfWithParameters(String filePath,method_declaration
1171,Line,select among multiple installations,1,if (!file.isPresent() || !Files.exists(file.get())) {,method_declaration
1172,Javadoc,This exception is used to indicate that connection to OpenOffice has been lost.,1,"command = command.replaceAll(""\\s+""",assignment
1173,Javadoc,"Preferences dialog. Contains a TabbedPane, and tabs will be defined in separate classes. Tabs MUST implement the PreferencesTab interface, since this dialog will call the storeSettings() method of all tabs when the user presses ok.",0,EasyBind.subscribe(currentPage,method_call
1174,Javadoc,"This is called, if a user starts typing some characters into the keyboard with focus on one ListView. The ListView will scroll to the next cell with the name of the PreviewLayout fitting those characters.",0,viewModel.getKeywords().set(event.getTablePosition().getRow(),method_call
1175,Javadoc,Helper class for sorting visible components based on their preferred position.,0,Optional<FieldChange> change = entry.putKeywords(keywords,assignment
1176,Javadoc,"This method is called when the dialog is opened, or if it is made visible after being hidden. The tab should update all its values. This is the ONLY PLACE to set values for the fields in the tab. It is ILLEGAL to set values only at construction time, because the dialog will be reused and updated.",0,for (Map.Entry<Field,method_declaration
1177,Line,Store settings,1,if (!Objects.equals(newEntry.getType(),method_declaration
